index,input_path,found,percent,debug_quad,debug_warp,debug_mask
1,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/example/1.png",0,,,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/1_1_debug_mask.png"
2,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/example/10.png",0,,,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/2_10_debug_mask.png"
3,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/example/2.png",0,,,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/3_2_debug_mask.png"
4,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/example/3.png",1,32,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/4_3_debug_quad.png","/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/4_3_debug_warp.png","/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/4_3_debug_mask.png"
5,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/example/4.png",0,,,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/5_4_debug_mask.png"
6,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/example/5.png",0,,,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/6_5_debug_mask.png"
7,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/example/6.png",1,48,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/7_6_debug_quad.png","/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/7_6_debug_warp.png","/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/7_6_debug_mask.png"
8,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/example/7.png",1,98,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/8_7_debug_quad.png","/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/8_7_debug_warp.png","/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/8_7_debug_mask.png"
9,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/example/8.png",0,,,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/9_8_debug_mask.png"
10,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/example/9.png",1,50,"/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/10_9_debug_quad.png","/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/10_9_debug_warp.png","/host/c/Users/Itay_Vazana/Desktop/MCE_CPP/outputs/debug/20250817-101918/10_9_debug_mask.png"
